88044 silly lifecycle escape-string-regexp@1.0.2~preinstall: no script for preinstall, continuing
94847 info lifecycle mime-types@2.0.14~install: mime-types@2.0.14
94848 silly lifecycle mime-types@2.0.14~install: no script for install, continuing
94849 silly install negotiator@0.4.9 /home/yuer/文档/vuejs/task-4/my-project/node_modules/.staging/negotiator-709a4701
94850 info lifecycle negotiator@0.4.9~install: negotiator@0.4.9
94851 silly lifecycle negotiator@0.4.9~install: no script for install, continuing
94852 silly install accepts@1.1.4 /home/yuer/文档/vuejs/task-4/my-project/node_modules/.staging/accepts-2a42a251
94853 info lifecycle accepts@1.1.4~install: accepts@1.1.4
94854 silly lifecycle accepts@1.1.4~install: no script for install, continuing
94855 silly install memory-fs@0.2.0 /home/yuer/文档/vuejs/task-4/my-project/node_modules/.staging/memory-fs-0f22e3f7
94856 info lifecycle memory-fs@0.2.0~install: memory-fs@0.2.0
94857 silly lifecycle memory-fs@0.2.0~install: no script for install, continuing
94858 silly install ent@2.2.0 /home/yuer/文档/vuejs/task-4/my-project/node_modules/.staging/ent-4965f4dd
94859 info lifecycle ent@2.2.0~install: ent@2.2.0
94860 silly lifecycle ent@2.2.0~install: no script for install, continuing
94861 silly install entities@1.1.1 /home/yuer/文档/vuejs/task-4/my-project/node_modules/.staging/entities-304d5c08
94862 info lifecycle entities@1.1.1~install: entities@1.1.1
94863 silly lifecycle entities@1.1.1~install: no script for install, continuing
94864 silly install dom-serializer@0.1.0 /home/yuer/文档/vuejs/task-4/my-project/node_modules/.staging/dom-serializer-c53a9f4a
94865 info lifecycle dom-serializer@0.1.0~install: dom-serializer@0.1.0
94866 silly lifecycle dom-serializer@0.1.0~install: no script for install, continuing
94867 silly install domutils@1.5.1 /home/yuer/文档/vuejs/task-4/my-project/node_modules/.staging/domutils-6aa5718b
94868 info lifecycle domutils@1.5.1~install: domutils@1.5.1
94869 silly lifecycle domutils@1.5.1~install: no script for install, continuing
94870 silly install es6-symbol@3.0.2 /home/yuer/文档/vuejs/task-4/my-project/node_modules/.staging/es6-symbol-7c6b5934
94871 info lifecycle es6-symbol@3.0.2~install: es6-symbol@3.0.2
94872 silly lifecycle es6-symbol@3.0.2~install: no script for install, continuing
94873 silly install es5-ext@0.10.11 /home/yuer/文档/vuejs/task-4/my-project/node_modules/.staging/es5-ext-c7e35781
94874 info lifecycle es5-ext@0.10.11~install: es5-ext@0.10.11
94875 silly lifecycle es5-ext@0.10.11~install: no script for install, continuing
94876 silly install d@0.1.1 /home/yuer/文档/vuejs/task-4/my-project/node_modules/.staging/d-15c17903
94877 info lifecycle d@0.1.1~install: d@0.1.1
94878 silly lifecycle d@0.1.1~install: no script for install, continuing
94879 silly install es6-iterator@2.0.0 /home/yuer/文档/vuejs/task-4/my-project/node_modules/.staging/es6-iterator-214646cd
94880 info lifecycle es6-iterator@2.0.0~install: es6-iterator@2.0.0
94881 silly lifecycle es6-iterator@2.0.0~install: no script for install, continuing
94882 silly install ast-types@0.6.16 /home/yuer/文档/vuejs/task-4/my-project/node_modules/.staging/ast-types-17f1478f
94883 info lifecycle ast-types@0.6.16~install: ast-types@0.6.16
94884 silly lifecycle ast-types@0.6.16~install: no script for install, continuing
94885 silly install esprima-fb@10001.1.0-dev-harmony-fb /home/yuer/文档/vuejs/task-4/my-project/node_modules/.staging/esprima-fb-afa7239d
94886 info lifecycle esprima-fb@10001.1.0-dev-harmony-fb~install: esprima-fb@10001.1.0-dev-harmony-fb
94887 silly lifecycle esprima-fb@10001.1.0-dev-harmony-fb~install: no script for install, continuing
94888 silly install source-map@0.1.43 /home/yuer/文档/vuejs/task-4/my-project/node_modules/.staging/source-map-125914ea
94889 info lifecycle source-map@0.1.43~install: source-map@0.1.43
94890 silly lifecycle source-map@0.1.43~install: no script for install, continuing
94891 silly install es6-weak-map@2.0.1 /home/yuer/文档/vuejs/task-4/my-project/node_modules/.staging/es6-weak-map-22b51fc2
94892 info lifecycle es6-weak-map@2.0.1~install: es6-weak-map@2.0.1
94893 silly lifecycle es6-weak-map@2.0.1~install: no script for install, continuing
94894 silly install escape-html@1.0.3 /home/yuer/文档/vuejs/task-4/my-project/node_modules/.staging/escape-html-ca8bcd83
94895 info lifecycle escape-html@1.0.3~install: escape-html@1.0.3
94896 silly lifecycle escape-html@1.0.3~install: no script for install, continuing
94897 silly install escape-string-regexp@1.0.5 /home/yuer/文档/vuejs/task-4/my-project/node_modules/.staging/escape-string-regexp-cc5f29f5
94898 info lifecycle escape-string-regexp@1.0.5~install: escape-string-regexp@1.0.5
94899 silly lifecycle escape-string-regexp@1.0.5~install: no script for install, continuing
94900 silly install esprima@2.7.2 /home/yuer/文档/vuejs/task-4/my-project/node_modules/.staging/esprima-bb3aae35
94901 info lifecycle esprima@2.7.2~install: esprima@2.7.2
94902 silly lifecycle esprima@2.7.2~install: no script for install, continuing
94903 silly install estraverse@1.9.3 /home/yuer/文档/vuejs/task-4/my-project/node_modules/.staging/estraverse-37573b77
94904 info lifecycle estraverse@1.9.3~install: estraverse@1.9.3
94905 silly lifecycle estraverse@1.9.3~install: no script for install, continuing
94906 silly install source-map@0.2.0 /home/yuer/文档/vuejs/task-4/my-project/node_modules/.staging/source-map-cf4724ff
94907 info lifecycle source-map@0.2.0~install: source-map@0.2.0
94908 silly lifecycle source-map@0.2.0~install: no script for install, continuing
94909 silly install eslint-config-standard@5.3.1 /home/yuer/文档/vuejs/task-4/my-project/node_modules/.staging/eslint-config-standard-f203bef8
94910 info lifecycle eslint-config-standard@5.3.1~install: eslint-config-standard@5.3.1
94911 silly lifecycle eslint-config-standard@5.3.1~install: no script for install, continuing
94912 silly install eslint-plugin-promise@1.1.0 /home/yuer/文档/vuejs/task-4/my-project/node_modules/.staging/eslint-plugin-promise-d205e8fa
94913 info lifecycle eslint-plugin-promise@1.1.0~install: eslint-plugin-promise@1.1.0
94914 silly lifecycle eslint-plugin-promise@1.1.0~install: no script for install, continuing
94915 silly install eslint-plugin-standard@1.3.2 /home/yuer/文档/vuejs/task-4/my-project/node_modules/.staging/eslint-plugin-standard-cfae29af
94916 info lifecycle eslint-plugin-standard@1.3.2~install: eslint-plugin-standard@1.3.2
94917 silly lifecycle eslint-plugin-standard@1.3.2~install: no script for install, continuing
94918 silly install globals@9.6.0 /home/yuer/文档/vuejs/task-4/my-project/node_modules/.staging/globals-377e75e7
94919 info lifecycle globals@9.6.0~install: globals@9.6.0
94920 silly lifecycle globals@9.6.0~install: no script for install, continuing
94921 silly install lodash@4.12.0 /home/yuer/文档/vuejs/task-4/my-project/node_modules/.staging/lodash-d016d468
94922 info lifecycle lodash@4.12.0~install: lodash@4.12.0
94923 silly lifecycle lodash@4.12.0~install: no script for install, continuing
94924 silly install espree@3.1.4 /home/yuer/文档/vuejs/task-4/my-project/node_modules/.staging/espree-8dddcdd5
94925 info lifecycle espree@3.1.4~install: espree@3.1.4
94926 silly lifecycle espree@3.1.4~install: no script for install, continuing
94927 silly install esprima-fb@13001.1001.0-dev-harmony-fb /home/yuer/文档/vuejs/task-4/my-project/node_modules/.staging/esprima-fb-22bedd9d
94928 info lifecycle esprima-fb@13001.1001.0-dev-harmony-fb~install: esprima-fb@13001.1001.0-dev-harmony-fb
94929 silly lifecycle esprima-fb@13001.1001.0-dev-harmony-fb~install: no script for install, continuing
94930 silly install estraverse@4.1.1 /home/yuer/文档/vuejs/task-4/my-project/node_modules/.staging/estraverse-368311ad
94931 info lifecycle estraverse@4.1.1~install: estraverse@4.1.1
94932 silly lifecycle estraverse@4.1.1~install: no script for install, continuing
94933 silly install estraverse@4.2.0 /home/yuer/文档/vuejs/task-4/my-project/node_modules/.staging/estraverse-4cce34c9
94934 info lifecycle estraverse@4.2.0~install: estraverse@4.2.0
94935 silly lifecycle estraverse@4.2.0~install: no script for install, continuing
94936 silly install esutils@2.0.2 /home/yuer/文档/vuejs/task-4/my-project/node_modules/.staging/esutils-713d21ab
94937 info lifecycle esutils@2.0.2~install: esutils@2.0.2
94938 silly lifecycle esutils@2.0.2~install: no script for install, continuing
94939 silly install etag@1.7.0 /home/yuer/文档/vuejs/task-4/my-project/node_modules/.staging/etag-4020db13
94940 info lifecycle etag@1.7.0~install: etag@1.7.0
94941 silly lifecycle etag@1.7.0~install: no script for install, continuing
94942 silly install event-emitter@0.3.4 /home/yuer/文档/vuejs/task-4/my-project/node_modules/.staging/event-emitter-5c995ae5
94943 info lifecycle event-emitter@0.3.4~install: event-emitter@0.3.4
94944 silly lifecycle event-emitter@0.3.4~install: no script for install, continuing
94945 silly install es6-set@0.1.4 /home/yuer/文档/vuejs/task-4/my-project/node_modules/.staging/es6-set-ca2ec7d9
94946 info lifecycle es6-set@0.1.4~install: es6-set@0.1.4
94947 silly lifecycle es6-set@0.1.4~install: no script for install, continuing
94948 silly install es6-map@0.1.3 /home/yuer/文档/vuejs/task-4/my-project/node_modules/.staging/es6-map-1ee1e94e
94949 info lifecycle es6-map@0.1.3~install: es6-map@0.1.3
94950 silly lifecycle es6-map@0.1.3~install: no script for install, continuing
94951 silly install eventemitter3@1.2.0 /home/yuer/文档/vuejs/task-4/my-project/node_modules/.staging/eventemitter3-b88ab90f
94952 info lifecycle eventemitter3@1.2.0~install: eventemitter3@1.2.0
94953 silly lifecycle eventemitter3@1.2.0~install: no script for install, continuing
94954 silly install events@1.1.0 /home/yuer/文档/vuejs/task-4/my-project/node_modules/.staging/events-7a18f040
94955 info lifecycle events@1.1.0~install: events@1.1.0
94956 silly lifecycle events@1.1.0~install: no script for install, continuing
94957 silly install eventsource-polyfill@0.9.6 /home/yuer/文档/vuejs/task-4/my-project/node_modules/.staging/eventsource-polyfill-d1487111
94958 info lifecycle eventsource-polyfill@0.9.6~install: eventsource-polyfill@0.9.6
94959 silly lifecycle eventsource-polyfill@0.9.6~install: no script for install, continuing
94960 silly install exit-hook@1.1.1 /home/yuer/文档/vuejs/task-4/my-project/node_modules/.staging/exit-hook-121e1a91
94961 info lifecycle exit-hook@1.1.1~install: exit-hook@1.1.1
94962 silly lifecycle exit-hook@1.1.1~install: no script for install, continuing
94963 silly install is-number@0.1.1 /home/yuer/文档/vuejs/task-4/my-project/node_modules/.staging/is-number-ca39f7b3
94964 info lifecycle is-number@0.1.1~install: is-number@0.1.1
94965 silly lifecycle is-number@0.1.1~install: no script for install, continuing
94966 silly install repeat-string@0.2.2 /home/yuer/文档/vuejs/task-4/my-project/node_modules/.staging/repeat-string-004d8883
94967 info lifecycle repeat-string@0.2.2~install: repeat-string@0.2.2
94968 silly lifecycle repeat-string@0.2.2~install: no script for install, continuing
94969 silly install expand-range@0.1.1 /home/yuer/文档/vuejs/task-4/my-project/node_modules/.staging/expand-range-41bfe518
94970 info lifecycle expand-range@0.1.1~install: expand-range@0.1.1
94971 silly lifecycle expand-range@0.1.1~install: no script for install, continuing
94972 silly install braces@0.1.5 /home/yuer/文档/vuejs/task-4/my-project/node_modules/.staging/braces-96b62da1
94973 info lifecycle braces@0.1.5~install: braces@0.1.5
94974 silly lifecycle braces@0.1.5~install: no script for install, continuing
94975 silly install expand-braces@0.1.2 /home/yuer/文档/vuejs/task-4/my-project/node_modules/.staging/expand-braces-783be92a
94976 info lifecycle expand-braces@0.1.2~install: expand-braces@0.1.2
94977 silly lifecycle expand-braces@0.1.2~install: no script for install, continuing
94978 silly install extend@3.0.0 /home/yuer/文档/vuejs/task-4/my-project/node_modules/.staging/extend-b89f8fa1
94979 info lifecycle extend@3.0.0~install: extend@3.0.0
94980 silly lifecycle extend@3.0.0~install: no script for install, continuing
94981 silly install agent-base@2.0.1 /home/yuer/文档/vuejs/task-4/my-project/node_modules/.staging/agent-base-6cc734d5
94982 info lifecycle agent-base@2.0.1~install: agent-base@2.0.1
94983 silly lifecycle agent-base@2.0.1~install: no script for install, continuing
94984 silly install debug@0.7.4 /home/yuer/文档/vuejs/task-4/my-project/node_modules/.staging/debug-3013f85d
94985 info lifecycle debug@0.7.4~install: debug@0.7.4
94986 silly lifecycle debug@0.7.4~install: no script for install, continuing
94987 silly install minimist@0.0.8 /home/yuer/文档/vuejs/task-4/my-project/node_modules/.staging/minimist-76d9702c
94988 info lifecycle minimist@0.0.8~install: minimist@0.0.8
94989 silly lifecycle minimist@0.0.8~install: no script for install, continuing
94990 silly install mkdirp@0.5.0 /home/yuer/文档/vuejs/task-4/my-project/node_modules/.staging/mkdirp-c85957c8
94991 info lifecycle mkdirp@0.5.0~install: mkdirp@0.5.0
94992 silly lifecycle mkdirp@0.5.0~install: no script for install, continuing
94993 silly install extsprintf@1.0.2 /home/yuer/文档/vuejs/task-4/my-project/node_modules/.staging/extsprintf-63d6b46c
94994 info lifecycle extsprintf@1.0.2~install: extsprintf@1.0.2
94995 silly lifecycle extsprintf@1.0.2~install: no script for install, continuing
94996 silly install fast-levenshtein@1.1.3 /home/yuer/文档/vuejs/task-4/my-project/node_modules/.staging/fast-levenshtein-64fa2658
94997 info lifecycle fast-levenshtein@1.1.3~install: fast-levenshtein@1.1.3
94998 silly lifecycle fast-levenshtein@1.1.3~install: no script for install, continuing
94999 silly install fastparse@1.1.1 /home/yuer/文档/vuejs/task-4/my-project/node_modules/.staging/fastparse-88f74742
95000 info lifecycle fastparse@1.1.1~install: fastparse@1.1.1
95001 silly lifecycle fastparse@1.1.1~install: no script for install, continuing
95002 silly install css-selector-tokenizer@0.5.4 /home/yuer/文档/vuejs/task-4/my-project/node_modules/.staging/css-selector-tokenizer-29e0c1f6
95003 info lifecycle css-selector-tokenizer@0.5.4~install: css-selector-tokenizer@0.5.4
95004 silly lifecycle css-selector-tokenizer@0.5.4~install: no script for install, continuing
95005 silly install figures@1.6.0 /home/yuer/文档/vuejs/task-4/my-project/node_modules/.staging/figures-5e4e5c1d
95006 info lifecycle figures@1.6.0~install: figures@1.6.0
95007 silly lifecycle figures@1.6.0~install: no script for install, continuing
95008 silly install file-uri-to-path@0.0.2 /home/yuer/文档/vuejs/task-4/my-project/node_modules/.staging/file-uri-to-path-b6b768a8
95009 info lifecycle file-uri-to-path@0.0.2~install: file-uri-to-path@0.0.2
95010 silly lifecycle file-uri-to-path@0.0.2~install: no script for install, continuing
95011 silly install filename-regex@2.0.0 /home/yuer/文档/vuejs/task-4/my-project/node_modules/.staging/filename-regex-bba9bd21
95012 info lifecycle filename-regex@2.0.0~install: filename-regex@2.0.0
95013 silly lifecycle filename-regex@2.0.0~install: no script for install, continuing
95014 silly install flatten@1.0.2 /home/yuer/文档/vuejs/task-4/my-project/node_modules/.staging/flatten-7ac8d652
95015 info lifecycle flatten@1.0.2~install: flatten@1.0.2
95016 silly lifecycle flatten@1.0.2~install: no script for install, continuing
95017 silly install for-in@0.1.5 /home/yuer/文档/vuejs/task-4/my-project/node_modules/.staging/for-in-bf2205f8
95018 info lifecycle for-in@0.1.5~install: for-in@0.1.5
95019 silly lifecycle for-in@0.1.5~install: no script for install, continuing
95020 silly install for-own@0.1.4 /home/yuer/文档/vuejs/task-4/my-project/node_modules/.staging/for-own-7030e6df
95021 info lifecycle for-own@0.1.4~install: for-own@0.1.4
95022 silly lifecycle for-own@0.1.4~install: no script for install, continuing
95023 silly install forever-agent@0.6.1 /home/yuer/文档/vuejs/task-4/my-project/node_modules/.staging/forever-agent-8070c93d
95024 info lifecycle forever-agent@0.6.1~install: forever-agent@0.6.1
95025 silly lifecycle forever-agent@0.6.1~install: no script for install, continuing
95026 silly install forwarded@0.1.0 /home/yuer/文档/vuejs/task-4/my-project/node_modules/.staging/forwarded-86690c6e
95027 info lifecycle forwarded@0.1.0~install: forwarded@0.1.0
95028 silly lifecycle forwarded@0.1.0~install: no script for install, continuing
95029 silly install fresh@0.3.0 /home/yuer/文档/vuejs/task-4/my-project/node_modules/.staging/fresh-872adcf2
95030 info lifecycle fresh@0.3.0~install: fresh@0.3.0
95031 silly lifecycle fresh@0.3.0~install: no script for install, continuing
95032 silly install isarray@0.0.1 /home/yuer/文档/vuejs/task-4/my-project/node_modules/.staging/isarray-d543c22e
95033 info lifecycle isarray@0.0.1~install: isarray@0.0.1
95034 silly lifecycle isarray@0.0.1~install: no script for install, continuing
95035 silly install xregexp@2.0.0 /home/yuer/文档/vuejs/task-4/my-project/node_modules/.staging/xregexp-c537b9b6
95036 info lifecycle xregexp@2.0.0~install: xregexp@2.0.0
95037 silly lifecycle xregexp@2.0.0~install: no script for install, continuing
95038 silly install function-bind@1.1.0 /home/yuer/文档/vuejs/task-4/my-project/node_modules/.staging/function-bind-a16d3baf
95039 info lifecycle function-bind@1.1.0~install: function-bind@1.1.0
95040 silly lifecycle function-bind@1.1.0~install: no script for install, continuing
95041 silly install generate-function@2.0.0 /home/yuer/文档/vuejs/task-4/my-project/node_modules/.staging/generate-function-479fcca2
95042 info lifecycle generate-function@2.0.0~install: generate-function@2.0.0
95043 silly lifecycle generate-function@2.0.0~install: no script for install, continuing
95044 silly install get-stdin@4.0.1 /home/yuer/文档/vuejs/task-4/my-project/node_modules/.staging/get-stdin-0f2918cd
95045 info lifecycle get-stdin@4.0.1~install: get-stdin@4.0.1
95046 silly lifecycle get-stdin@4.0.1~install: no script for install, continuing
95047 silly install assert-plus@1.0.0 /home/yuer/文档/vuejs/task-4/my-project/node_modules/.staging/assert-plus-0724c519
95048 info lifecycle assert-plus@1.0.0~install: assert-plus@1.0.0
95049 silly lifecycle assert-plus@1.0.0~install: no script for install, continuing
95050 silly install getpass@0.1.6 /home/yuer/文档/vuejs/task-4/my-project/node_modules/.staging/getpass-1afd6d60
95051 info lifecycle getpass@0.1.6~install: getpass@0.1.6
95052 silly lifecycle getpass@0.1.6~install: no script for install, continuing
95053 silly install globals@8.18.0 /home/yuer/文档/vuejs/task-4/my-project/node_modules/.staging/globals-9b1bf5a3
95054 info lifecycle globals@8.18.0~install: globals@8.18.0
95055 silly lifecycle globals@8.18.0~install: no script for install, continuing
95056 silly install graceful-fs@4.1.4 /home/yuer/文档/vuejs/task-4/my-project/node_modules/.staging/graceful-fs-1b9c837e
95057 info lifecycle graceful-fs@4.1.4~install: graceful-fs@4.1.4
95058 silly lifecycle graceful-fs@4.1.4~install: no script for install, continuing
95059 silly install graceful-readlink@1.0.1 /home/yuer/文档/vuejs/task-4/my-project/node_modules/.staging/graceful-readlink-d8d1c389
95060 info lifecycle graceful-readlink@1.0.1~install: graceful-readlink@1.0.1
95061 silly lifecycle graceful-readlink@1.0.1~install: no script for install, continuing
95062 silly install commander@2.9.0 /home/yuer/文档/vuejs/task-4/my-project/node_modules/.staging/commander-073788c9
95063 info lifecycle commander@2.9.0~install: commander@2.9.0
95064 silly lifecycle commander@2.9.0~install: no script for install, continuing
95065 silly install commander@2.8.1 /home/yuer/文档/vuejs/task-4/my-project/node_modules/.staging/commander-39a46186
95066 info lifecycle commander@2.8.1~install: commander@2.8.1
95067 silly lifecycle commander@2.8.1~install: no script for install, continuing
95068 silly install clean-css@3.4.12 /home/yuer/文档/vuejs/task-4/my-project/node_modules/.staging/clean-css-7fd1af61
95069 info lifecycle clean-css@3.4.12~install: clean-css@3.4.12
95070 silly lifecycle clean-css@3.4.12~install: no script for install, continuing
95071 silly install growl@1.8.1 /home/yuer/文档/vuejs/task-4/my-project/node_modules/.staging/growl-a5a4521d
95072 info lifecycle growl@1.8.1~install: growl@1.8.1
95073 silly lifecycle growl@1.8.1~install: no script for install, continuing
95074 silly install source-map@0.4.4 /home/yuer/文档/vuejs/task-4/my-project/node_modules/.staging/source-map-94d41061
95075 info lifecycle source-map@0.4.4~install: source-map@0.4.4
95076 silly lifecycle source-map@0.4.4~install: no script for install, continuing
95077 silly install has-ansi@2.0.0 /home/yuer/文档/vuejs/task-4/my-project/node_modules/.staging/has-ansi-2eb74b53
95078 info lifecycle has-ansi@2.0.0~install: has-ansi@2.0.0
95079 silly lifecycle has-ansi@2.0.0~install: no script for install, continuing
95080 silly install isarray@0.0.1 /home/yuer/文档/vuejs/task-4/my-project/node_modules/.staging/isarray-10e5b21a
95081 info lifecycle isarray@0.0.1~install: isarray@0.0.1
95082 silly lifecycle isarray@0.0.1~install: no script for install, continuing
95083 silly install has-binary@0.1.7 /home/yuer/文档/vuejs/task-4/my-project/node_modules/.staging/has-binary-508a2d63
95084 info lifecycle has-binary@0.1.7~install: has-binary@0.1.7
95085 silly lifecycle has-binary@0.1.7~install: no script for install, continuing
95086 silly install has-color@0.1.7 /home/yuer/文档/vuejs/task-4/my-project/node_modules/.staging/has-color-7f03f136
95087 info lifecycle has-color@0.1.7~install: has-color@0.1.7
95088 silly lifecycle has-color@0.1.7~install: no script for install, continuing
95089 silly install has-cors@1.1.0 /home/yuer/文档/vuejs/task-4/my-project/node_modules/.staging/has-cors-a87a2e51
95090 info lifecycle has-cors@1.1.0~install: has-cors@1.1.0
95091 silly lifecycle has-cors@1.1.0~install: no script for install, continuing
95092 silly install has-flag@1.0.0 /home/yuer/文档/vuejs/task-4/my-project/node_modules/.staging/has-flag-5a1387bf
95093 info lifecycle has-flag@1.0.0~install: has-flag@1.0.0
95094 silly lifecycle has-flag@1.0.0~install: no script for install, continuing
95095 silly install has-own@1.0.0 /home/yuer/文档/vuejs/task-4/my-project/node_modules/.staging/has-own-b98e3afb
95096 info lifecycle has-own@1.0.0~install: has-own@1.0.0
95097 silly lifecycle has-own@1.0.0~install: no script for install, continuing
95098 silly install hash-sum@1.0.2 /home/yuer/文档/vuejs/task-4/my-project/node_modules/.staging/hash-sum-0d06b251
95099 info lifecycle hash-sum@1.0.2~install: hash-sum@1.0.2
95100 silly lifecycle hash-sum@1.0.2~install: no script for install, continuing
95101 silly install he@1.0.0 /home/yuer/文档/vuejs/task-4/my-project/node_modules/.staging/he-ba10d682
95102 info lifecycle he@1.0.0~install: he@1.0.0
95103 silly lifecycle he@1.0.0~install: no script for install, continuing
95104 silly install hoek@2.16.3 /home/yuer/文档/vuejs/task-4/my-project/node_modules/.staging/hoek-47f640f1
95105 info lifecycle hoek@2.16.3~install: hoek@2.16.3
95106 silly lifecycle hoek@2.16.3~install: no script for install, continuing
95107 silly install boom@2.10.1 /home/yuer/文档/vuejs/task-4/my-project/node_modules/.staging/boom-ed5c2a1c
95108 info lifecycle boom@2.10.1~install: boom@2.10.1
95109 silly lifecycle boom@2.10.1~install: no script for install, continuing
95110 silly install cryptiles@2.0.5 /home/yuer/文档/vuejs/task-4/my-project/node_modules/.staging/cryptiles-b2609a5d
95111 info lifecycle cryptiles@2.0.5~install: cryptiles@2.0.5
95112 silly lifecycle cryptiles@2.0.5~install: no script for install, continuing
95113 silly install hosted-git-info@2.1.4 /home/yuer/文档/vuejs/task-4/my-project/node_modules/.staging/hosted-git-info-097da345
95114 info lifecycle hosted-git-info@2.1.4~install: hosted-git-info@2.1.4
95115 silly lifecycle hosted-git-info@2.1.4~install: no script for install, continuing
95116 silly install html-comment-regex@1.1.0 /home/yuer/文档/vuejs/task-4/my-project/node_modules/.staging/html-comment-regex-b5092993
95117 info lifecycle html-comment-regex@1.1.0~install: html-comment-regex@1.1.0
95118 silly lifecycle html-comment-regex@1.1.0~install: no script for install, continuing
95119 silly install html-entities@1.2.0 /home/yuer/文档/vuejs/task-4/my-project/node_modules/.staging/html-entities-619eb508
95120 info lifecycle html-entities@1.2.0~install: html-entities@1.2.0
95121 silly lifecycle html-entities@1.2.0~install: no script for install, continuing
95122 silly install lodash@4.12.0 /home/yuer/文档/vuejs/task-4/my-project/node_modules/.staging/lodash-cf1e349c
95123 info lifecycle lodash@4.12.0~install: lodash@4.12.0
95124 silly lifecycle lodash@4.12.0~install: no script for install, continuing
95125 silly install https-browserify@0.0.0 /home/yuer/文档/vuejs/task-4/my-project/node_modules/.staging/https-browserify-058240a0
95126 info lifecycle https-browserify@0.0.0~install: https-browserify@0.0.0
95127 silly lifecycle https-browserify@0.0.0~install: no script for install, continuing
95128 silly install iconv-lite@0.4.13 /home/yuer/文档/vuejs/task-4/my-project/node_modules/.staging/iconv-lite-e125daa4
95129 info lifecycle iconv-lite@0.4.13~install: iconv-lite@0.4.13
95130 silly lifecycle iconv-lite@0.4.13~install: no script for install, continuing
95131 silly install icss-replace-symbols@1.0.2 /home/yuer/文档/vuejs/task-4/my-project/node_modules/.staging/icss-replace-symbols-4562f187
95132 info lifecycle icss-replace-symbols@1.0.2~install: icss-replace-symbols@1.0.2
95133 silly lifecycle icss-replace-symbols@1.0.2~install: no script for install, continuing
95134 silly install ieee754@1.1.6 /home/yuer/文档/vuejs/task-4/my-project/node_modules/.staging/ieee754-cbd20ab3
95135 info lifecycle ieee754@1.1.6~install: ieee754@1.1.6
95136 silly lifecycle ieee754@1.1.6~install: no script for install, continuing
95137 silly install ignore@3.1.2 /home/yuer/文档/vuejs/task-4/my-project/node_modules/.staging/ignore-b05c8001
95138 info lifecycle ignore@3.1.2~install: ignore@3.1.2
95139 silly lifecycle ignore@3.1.2~install: no script for install, continuing
95140 silly install imurmurhash@0.1.4 /home/yuer/文档/vuejs/task-4/my-project/node_modules/.staging/imurmurhash-3ff4ad7d
95141 info lifecycle imurmurhash@0.1.4~install: imurmurhash@0.1.4
95142 silly lifecycle imurmurhash@0.1.4~install: no script for install, continuing
95143 silly install indexes-of@1.0.1 /home/yuer/文档/vuejs/task-4/my-project/node_modules/.staging/indexes-of-c91fbedd
95144 info lifecycle indexes-of@1.0.1~install: indexes-of@1.0.1
95145 silly lifecycle indexes-of@1.0.1~install: no script for install, continuing
95146 silly install indexof@0.0.1 /home/yuer/文档/vuejs/task-4/my-project/node_modules/.staging/indexof-5710acd9
95147 info lifecycle indexof@0.0.1~install: indexof@0.0.1
95148 silly lifecycle indexof@0.0.1~install: no script for install, continuing
95149 silly install inherits@2.0.1 /home/yuer/文档/vuejs/task-4/my-project/node_modules/.staging/inherits-23b87744
95150 info lifecycle inherits@2.0.1~install: inherits@2.0.1
95151 silly lifecycle inherits@2.0.1~install: no script for install, continuing
95152 silly install http-browserify@1.7.0 /home/yuer/文档/vuejs/task-4/my-project/node_modules/.staging/http-browserify-06300ce4
95153 info lifecycle http-browserify@1.7.0~install: http-browserify@1.7.0
95154 silly lifecycle http-browserify@1.7.0~install: no script for install, continuing
95155 silly install ini@1.3.4 /home/yuer/文档/vuejs/task-4/my-project/node_modules/.staging/ini-2374fbf5
95156 info lifecycle ini@1.3.4~install: ini@1.3.4
95157 silly lifecycle ini@1.3.4~install: no script for install, continuing
95158 silly install lodash@4.12.0 /home/yuer/文档/vuejs/task-4/my-project/node_modules/.staging/lodash-f9650401
95159 info lifecycle lodash@4.12.0~install: lodash@4.12.0
95160 silly lifecycle lodash@4.12.0~install: no script for install, continuing
95161 silly install interpret@0.6.6 /home/yuer/文档/vuejs/task-4/my-project/node_modules/.staging/interpret-da73a561
95162 info lifecycle interpret@0.6.6~install: interpret@0.6.6
95163 silly lifecycle interpret@0.6.6~install: no script for install, continuing
95164 silly install invert-kv@1.0.0 /home/yuer/文档/vuejs/task-4/my-project/node_modules/.staging/invert-kv-b38d7fc1
95165 info lifecycle invert-kv@1.0.0~install: invert-kv@1.0.0
95166 silly lifecycle invert-kv@1.0.0~install: no script for install, continuing
95167 silly install ip@1.1.3 /home/yuer/文档/vuejs/task-4/my-project/node_modules/.staging/ip-a205fa6b
95168 info lifecycle ip@1.1.3~install: ip@1.1.3
95169 silly lifecycle ip@1.1.3~install: no script for install, continuing
95170 silly install ipaddr.js@1.0.5 /home/yuer/文档/vuejs/task-4/my-project/node_modules/.staging/ipaddr.js-ae5aee20
95171 info lifecycle ipaddr.js@1.0.5~install: ipaddr.js@1.0.5
95172 silly lifecycle ipaddr.js@1.0.5~install: no script for install, continuing
95173 silly install is-absolute-url@2.0.0 /home/yuer/文档/vuejs/task-4/my-project/node_modules/.staging/is-absolute-url-7904c082
95174 info lifecycle is-absolute-url@2.0.0~install: is-absolute-url@2.0.0
